code;label-es_ES;label-nl_NL;label-nl_BE;label-nb_NO;label-it_IT;label-fr_FR;label-fi_FI;label-en_US;label-sv_SE;label-en_IE;label-en_GB;label-de_DE;label-de_CH;label-de_AT;label-da_DK;label-cs_CZ;label-pl_PL;attribute;sort_order
x_large_44;X-L-44;X-Large-44;X-Large-44;X-Large-44;X-Large-44;X-Large-44;X-Large-44;;X-Large-44;X-Large-44;X-Large-44;"XL (44)";"XL (44)";"XL (44)";X-Large-44;XL-44;X-Large-44;sizewomancl;20
x_large_50;X-Large-50;X-Large-50;X-Large-50;X-Large-50;X-Large-50;X-Large-50;X-Large-50;X-Large-50;X-Large-50;X-Large-50;X-Large-50;X-Large-50;X-Large-50;X-Large-50;X-Large-50;X-Large-50;X-Large-50;sizewomancl;21
x_large_50_short;"X-Large-50 Short";"X-Large-50 Short";"X-Large-50 Short";"X-Large-50 Short";"X-Large-50 Short";"X-Large-50 Short";"X-Large-50 Short";"X-Large-50 Short";"X-Large-50 Short";"X-Large-50 Short";"X-Large-50 Short";"X-Large-50 Short";"X-Large-50 Short";"X-Large-50 Short";"X-Large-50 Short";"X-Large-50 Short";"X-Large-50 Short";sizewomancl;22
x_large_50_tall;"X-Large-50 Tall";"X-Large-50 Tall";"X-Large-50 Tall";"X-Large-50 Tall";"X-Large-50 Tall";"X-Large-50 Tall";"X-Large-50 Tall";"X-Large-50 Tall";"X-Large-50 Tall";"X-Large-50 Tall";"X-Large-50 Tall";"X-Large-50 Tall";"X-Large-50 Tall";"X-Large-50 Tall";"X-Large-50 Tall";"X-Large-50 Tall";"X-Large-50 Tall";sizewomancl;23
x_large_52;X-Large-52;X-Large-52;X-Large-52;X-Large-52;X-Large-52;X-Large-52;X-Large-52;X-Large-52;X-Large-52;X-Large-52;X-Large-52;X-Large-52;X-Large-52;X-Large-52;X-Large-52;X-Large-52;X-Large-52;sizewomancl;24
xx_large_46;XX-L-46;XX-Large-46;XX-Large-46;XX-Large-46;XX-Large-46;XX-Large-46;XX-Large-46;;XX-Large-46;XX-Large-46;XX-Large-46;"XXL (46)";"XXL (46)";"XXL (46)";XX-Large-46;XXL-46;XX-Large-46;sizewomancl;25
xx_large_52_54_short;"XX-Large-52/54 Short";"XX-Large-52/54 Short";"XX-Large-52/54 Short";"XX-Large-52/54 Short";"XX-Large-52/54 Short";"XX-Large-52/54 Short";"XX-Large-52/54 Short";"XX-Large-52/54 Short";"XX-Large-52/54 Short";"XX-Large-52/54 Short";"XX-Large-52/54 Short";"XX-Large-52/54 Short";"XX-Large-52/54 Short";"XX-Large-52/54 Short";"XX-Large-52/54 Short";"XX-Large-52/54 Short";"XX-Large-52/54 Short";sizewomancl;26
xx_large_52_54_tall;"XX-Large-52/54 Tall";"XX-Large-52/54 Tall";"XX-Large-52/54 Tall";"XX-Large-52/54 Tall";"XX-Large-52/54 Tall";"XX-Large-52/54 Tall";"XX-Large-52/54 Tall";"XX-Large-52/54 Tall";"XX-Large-52/54 Tall";"XX-Large-52/54 Tall";"XX-Large-52/54 Tall";"XX-Large-52/54 Tall";"XX-Large-52/54 Tall";"XX-Large-52/54 Tall";"XX-Large-52/54 Tall";"XX-Large-52/54 Tall";"XX-Large-52/54 Tall";sizewomancl;27
xx_large_54;XX-Large-54;XX-Large-54;XX-Large-54;XX-Large-54;XX-Large-54;XX-Large-54;XX-Large-54;XX-Large-54;XX-Large-54;XX-Large-54;XX-Large-54;XX-Large-54;XX-Large-54;XX-Large-54;XX-Large-54;XX-Large-54;XX-Large-54;sizewomancl;28
xxx_large_48;XXX-L-48;XXX-Large-48;XXX-Large-48;XXX-Large-48;XXX-Large-48;XXX-Large-48;XXX-Large-48;;XXX-Large-48;XXX-Large-48;XXX-Large-48;"3XL (48)";"3XL (48)";"3XL (48)";XXX-Large-48;"3XL Nadmerná velikost-48";XXX-Large-48;sizewomancl;29
xxx_large_56_short;"XXX-Large-56 Short";"XXX-Large-56 Short";"XXX-Large-56 Short";"XXX-Large-56 Short";"XXX-Large-56 Short";"XXX-Large-56 Short";"XXX-Large-56 Short";"XXX-Large-56 Short";"XXX-Large-56 Short";"XXX-Large-56 Short";"XXX-Large-56 Short";"XXX-Large-56 Short";"XXX-Large-56 Short";"XXX-Large-56 Short";"XXX-Large-56 Short";"XXX-Large-56 Short";"XXX-Large-56 Short";sizewomancl;30
xxx_large_56_tall;"XXX-Large-56 Tall";"XXX-Large-56 Tall";"XXX-Large-56 Tall";"XXX-Large-56 Tall";"XXX-Large-56 Tall";"XXX-Large-56 Tall";"XXX-Large-56 Tall";"XXX-Large-56 Tall";"XXX-Large-56 Tall";"XXX-Large-56 Tall";"XXX-Large-56 Tall";"XXX-Large-56 Tall";"XXX-Large-56 Tall";"XXX-Large-56 Tall";"XXX-Large-56 Tall";"XXX-Large-56 Tall";"XXX-Large-56 Tall";sizewomancl;31
xxxx_large_50;XXXX-L-50;XXXX-Large-50;XXXX-Large-50;XXXX-Large-50;XXXX-Large-50;XXXX-Large-50;XXXX-Large-50;;XXXX-Large-50;XXXX-Large-50;XXXX-Large-50;"4XL (50)";"4XL (50)";"4XL (50)";XXXX-Large-50;"4XL Nadmerná velikost-50";XXXX-Large-50;sizewomancl;32
xxxxx_large_52;XXXXX-L-52;XXXXX-Large-52;XXXXX-Large-52;XXXXX-Large-52;XXXXX-Large-52;XXXXX-Large-52;XXXXX-Large-52;;XXXXX-Large-52;XXXXX-Large-52;XXXXX-Large-52;"5XL (52)";"5XL (52)";"5XL (52)";XXXXX-Large-52;"5XL Nadmerná velikost-52";XXXXX-Large-52;sizewomancl;33
xxxxxx_large_54;XXXXXX-L-54;XXXXXX-Large-54;XXXXXX-Large-54;XXXXXX-Large-54;XXXXXX-Large-54;XXXXXX-Large-54;XXXXXX-Large-54;;XXXXXX-Large-54;XXXXXX-Large-54;XXXXXX-Large-54;"6XL (54)";"6XL (54)";"6XL (54)";XXXXXX-Large-54;"6XL Nadmerná velikost-54";XXXXXX-Large-54;sizewomancl;34
xxxxxxx_large_56;XXXXXXX-L-56;XXXXXXX-Large-56;XXXXXXX-Large-56;XXXXXXX-Large-56;XXXXXXX-Large-56;XXXXXXX-Large-56;XXXXXXX-Large-56;;XXXXXXX-Large-56;XXXXXXX-Large-56;XXXXXXX-Large-56;"7XL (56)";"7XL (56)";"7XL (56)";XXXXXXX-Large-56;"7XL Nadmerná velikost-56";XXXXXXX-Large-56;sizewomancl;35
xxxxxxxx_large_58;XXXXXXXX-L-58;XXXXXXXX-Large-58;XXXXXXXX-Large-58;XXXXXXXX-Large-58;XXXXXXXX-Large-58;XXXXXXXX-Large-58;XXXXXXXX-Large-58;;XXXXXXXX-Large-58;XXXXXXXX-Large-58;XXXXXXXX-Large-58;"8XL (58)";"8XL (58)";"8XL (58)";XXXXXXXX-Large-58;"8XL Nadmerná velikost-58";XXXXXXXX-Large-58;sizewomancl;36
xxxxxxxxx_large_60;XXXXXXXXX-L-60;XXXXXXXXX-Large-60;XXXXXXXXX-Large-60;XXXXXXXXX-Large-60;XXXXXXXXX-Large-60;XXXXXXXXX-Large-60;XXXXXXXXX-Large-60;;XXXXXXXXX-Large-60;XXXXXXXXX-Large-60;XXXXXXXXX-Large-60;"9XL (60)";"9XL (60)";"9XL (60)";XXXXXXXXX-Large-60;"9XL Nadmerná velikost-60";XXXXXXXXX-Large-60;sizewomancl;37
xxxxxxxxxx_large_62;XXXXXXXXXX-L-62;XXXXXXXXXX-Large-62;XXXXXXXXXX-Large-62;XXXXXXXXXX-Large-62;XXXXXXXXXX-Large-62;XXXXXXXXXX-Large-62;XXXXXXXXXX-Large-62;;XXXXXXXXXX-Large-62;XXXXXXXXXX-Large-62;XXXXXXXXXX-Large-62;"10XL (62)";"10XL (62)";"10XL (62)";XXXXXXXXXX-Large-62;"10XL Nadmerná velikost-62";XXXXXXXXXX-Large-62;sizewomancl;38
xxxxxxxxxxx_large_64;XXXXXXXXXXX-L-64;XXXXXXXXXXX-Large-64;XXXXXXXXXXX-Large-64;XXXXXXXXXXX-Large-64;XXXXXXXXXXX-Large-64;XXXXXXXXXXX-Large-64;XXXXXXXXXXX-Large-64;;XXXXXXXXXXX-Large-64;XXXXXXXXXXX-Large-64;XXXXXXXXXXX-Large-64;"11XL (64)";"11XL (64)";"11XL (64)";XXXXXXXXXXX-Large-64;"11XL Nadmerná velikost-64";XXXXXXXXXXX-Large-64;sizewomancl;39
xxxxxxxxxxxx_large_66;XXXXXXXXXXXX-L-66;XXXXXXXXXXXX-Large-66;XXXXXXXXXXXX-Large-66;XXXXXXXXXXXX-Large-66;XXXXXXXXXXXX-Large-66;XXXXXXXXXXXX-Large-66;XXXXXXXXXXXX-Large-66;;XXXXXXXXXXXX-Large-66;XXXXXXXXXXXX-Large-66;XXXXXXXXXXXX-Large-66;"12XL (66)";"12XL (66)";"12XL (66)";XXXXXXXXXXXX-Large-66;"12XL Nadmerná velikost-66";XXXXXXXXXXXX-Large-66;sizewomancl;40
xxxxxxxxxxxxx_large_68;XXXXXXXXXXXXX-L-68;XXXXXXXXXXXXX-Large-68;XXXXXXXXXXXXX-Large-68;XXXXXXXXXXXXX-Large-68;XXXXXXXXXXXXX-Large-68;XXXXXXXXXXXXX-Large-68;XXXXXXXXXXXXX-Large-68;;XXXXXXXXXXXXX-Large-68;XXXXXXXXXXXXX-Large-68;XXXXXXXXXXXXX-Large-68;"13XL (68)";"13XL (68)";"13XL (68)";XXXXXXXXXXXXX-Large-68;"13XL Nadmerná velikost-68";XXXXXXXXXXXXX-Large-68;sizewomancl;41
m5_12_0_mm;"M5 x 12,0 mm";"M5 x 12,0 mm";"M5 x 12,0 mm";"M5 x 12,0 mm";"M5 x 12,0 mm";"M5 x 12,0 mm";"M5 x 12,0 mm";"M5 x 12,0 mm";"M5 x 12,0 mm";"M5 x 12,0 mm";"M5 x 12,0 mm";"M5 x 12,0 mm";"M5 x 12,0 mm";"M5 x 12,0 mm";"M5 x 12,0 mm";"M5 x 12,0 mm";"M5 x 12,0 mm";threadsize;0
m6;M6;M6;M6;M6;M6;M6;M6;M6;M6;M6;M6;M6;M6;M6;M6;M6;M6;threadsize;1
m6_1_0_mm;"M6 x 1,0 mm";"M6 x 1,0 mm";"M6 x 1,0 mm";"M6 x 1,0 mm";"M6 x 1,0 mm";"M6 x 1,0 mm";"M6 x 1,0 mm";"M6 x 1,0 mm";"M6 x 1,0 mm";"M6 x 1,0 mm";"M6 x 1,0 mm";"M6 x 1,0 mm";"M6 x 1,0 mm";"M6 x 1,0 mm";"M6 x 1,0 mm";"M6 x 1,0 mm";"M6 x 1,0 mm";threadsize;2
m6_12_0_mm;"M6 x 12,0 mm";"M6 x 12,0 mm";"M6 x 12,0 mm";"M6 x 12,0 mm";"M6 x 12,0 mm";"M6 x 12,0 mm";"M6 x 12,0 mm";"M6 x 12,0 mm";"M6 x 12,0 mm";"M6 x 12,0 mm";"M6 x 12,0 mm";"M6 x 12,0 mm";"M6 x 12,0 mm";"M6 x 12,0 mm";"M6 x 12,0 mm";"M6 x 12,0 mm";"M6 x 12,0 mm";threadsize;3
m6_16_0_mm;"M6 x 16,0 mm";"M6 x 16,0 mm";"M6 x 16,0 mm";"M6 x 16,0 mm";"M6 x 16,0 mm";"M6 x 16,0 mm";"M6 x 16,0 mm";"M6 x 16,0 mm";"M6 x 16,0 mm";"M6 x 16,0 mm";"M6 x 16,0 mm";"M6 x 16,0 mm";"M6 x 16,0 mm";"M6 x 16,0 mm";"M6 x 16,0 mm";"M6 x 16,0 mm";"M6 x 16,0 mm";threadsize;4
m7_1_0_mm;"M7 x 1,0 mm";"M7 x 1,0 mm";"M7 x 1,0 mm";"M7 x 1,0 mm";"M7 x 1,0 mm";"M7 x 1,0 mm";"M7 x 1,0 mm";"M7 x 1,0 mm";"M7 x 1,0 mm";"M7 x 1,0 mm";"M7 x 1,0 mm";"M7 x 1,0 mm";"M7 x 1,0 mm";"M7 x 1,0 mm";"M7 x 1,0 mm";"M7 x 1,0 mm";"M7 x 1,0 mm";threadsize;5
m8;M8;M8;M8;M8;M8;M8;M8;M8;M8;M8;M8;M8;M8;M8;M8;M8;M8;threadsize;6
m8_1_0_mm;"M8 x 1,0 mm";"M8 x 1,0 mm";"M8 x 1,0 mm";"M8 x 1,0 mm";"M8 x 1,0 mm";"M8 x 1,0 mm";"M8 x 1,0 mm";"M8 x 1,0 mm";"M8 x 1,0 mm";"M8 x 1,0 mm";"M8 x 1,0 mm";"M8 x 1,0 mm";"M8 x 1,0 mm";"M8 x 1,0 mm";"M8 x 1,0 mm";"M8 x 1,0 mm";"M8 x 1,0 mm";threadsize;7
m8_1_25_mm;"M8 x 1,25 mm";"M8 x 1,25 mm";"M8 x 1,25 mm";"M8 x 1,25 mm";"M8 x 1,25 mm";"M8 x 1,25 mm";"M8 x 1,25 mm";"M8 x 1,25 mm";"M8 x 1,25 mm";"M8 x 1,25 mm";"M8 x 1,25 mm";"M8 x 1,25 mm";"M8 x 1,25 mm";"M8 x 1,25 mm";"M8 x 1,25 mm";"M8 x 1,25 mm";"M8 x 1,25 mm";threadsize;8
m8_16_0_mm;"M8 x 16,0 mm";"M8 x 16,0 mm";"M8 x 16,0 mm";"M8 x 16,0 mm";"M8 x 16,0 mm";"M8 x 16,0 mm";"M8 x 16,0 mm";"M8 x 16,0 mm";"M8 x 16,0 mm";"M8 x 16,0 mm";"M8 x 16,0 mm";"M8 x 16,0 mm";"M8 x 16,0 mm";"M8 x 16,0 mm";"M8 x 16,0 mm";"M8 x 16,0 mm";"M8 x 16,0 mm";threadsize;9
m8_m8;M8-M8;M8-M8;M8-M8;M8-M8;M8-M8;M8-M8;M8-M8;M8-M8;M8-M8;M8-M8;M8-M8;M8-M8;M8-M8;M8-M8;M8-M8;M8-M8;M8-M8;threadsize;10
m8_m10;M8-M10;M8-M10;M8-M10;M8-M10;M8-M10;M8-M10;M8-M10;M8-M10;M8-M10;M8-M10;M8-M10;M8-M10;M8-M10;M8-M10;M8-M10;M8-M10;M8-M10;threadsize;11
m10;M10;M10;M10;M10;M10;M10;M10;M10;M10;M10;M10;M10;M10;M10;M10;M10;M10;threadsize;12
m10_1_0_mm;"M10 x 1,0 mm";"M10 x 1,0 mm";"M10 x 1,0 mm";"M10 x 1,0 mm";"M10 x 1,0 mm";"M10 x 1,0 mm";"M10 x 1,0 mm";"M10 x 1,0 mm";"M10 x 1,0 mm";"M10 x 1,0 mm";"M10 x 1,0 mm";"M10 x 1,0 mm";"M10 x 1,0 mm";"M10 x 1,0 mm";"M10 x 1,0 mm";"M10 x 1,0 mm";"M10 x 1,0 mm";threadsize;13
m10_1_25_mm;"M10 x 1,25 mm";"M10 x 1,25 mm";"M10 x 1,25 mm";"M10 x 1,25 mm";"M10 x 1,25 mm";"M10 x 1,25 mm";"M10 x 1,25 mm";"M10 x 1,25 mm";"M10 x 1,25 mm";"M10 x 1,25 mm";"M10 x 1,25 mm";"M10 x 1,25 mm";"M10 x 1,25 mm";"M10 x 1,25 mm";"M10 x 1,25 mm";"M10 x 1,25 mm";"M10 x 1,25 mm";threadsize;14
m10_1_5_mm;"M10 x 1,5 mm";"M10 x 1,5 mm";"M10 x 1,5 mm";"M10 x 1,5 mm";"M10 x 1,5 mm";"M10 x 1,5 mm";"M10 x 1,5 mm";"M10 x 1,5 mm";"M10 x 1,5 mm";"M10 x 1,5 mm";"M10 x 1,5 mm";"M10 x 1,5 mm";"M10 x 1,5 mm";"M10 x 1,5 mm";"M10 x 1,5 mm";"M10 x 1,5 mm";"M10 x 1,5 mm";threadsize;15
m10_m8;M10-M8;M10-M8;M10-M8;M10-M8;M10-M8;M10-M8;M10-M8;M10-M8;M10-M8;M10-M8;M10-M8;M10-M8;M10-M8;M10-M8;M10-M8;M10-M8;M10-M8;threadsize;16
m10_m10;M10-M10;M10-M10;M10-M10;M10-M10;M10-M10;M10-M10;M10-M10;M10-M10;M10-M10;M10-M10;M10-M10;M10-M10;M10-M10;M10-M10;M10-M10;M10-M10;M10-M10;threadsize;17
m12;M12;M12;M12;M12;M12;M12;M12;M12;M12;M12;M12;M12;M12;M12;M12;M12;M12;threadsize;18
Anthracite;Antracita;Antraciet;Antraciet;Antracit;Antracite;Anthracite;Antrasiitti;Anthracite;Antracit;Anthracite;Anthracite;"Anthrazit ";"Anthrazit ";"Anthrazit ";Anthracite;Antracit;Antracyt;additionalcolors;0
Beige;Beige;Beige;Beige;Beige;Beige;Beige;Beige;Beige;Beige;Beige;Beige;Beige;Beige;Beige;Beige;Béžová;Bez;additionalcolors;1
light_red;"Luz Roja";"Licht Rood";"Licht Rood";"Lyse Rød";"Luce Rossa";"Rouge Clair";"Vaalea Punainen";"Light Red";Ljusröd;"Light Red";"Light Red";Hellrot;Hellrot;Hellrot;Lysrød;"Světle červená";Jasnoczerwony;additionalcolors;1
Neoprene;Neopreno;Neopreen;Neopreen;Neopren;Neoprene;Néoprène;Neoprene;Neoprene;Neopren;Neoprene;Neoprene;Neopren;Neopren;Neopren;Neopren;Neopren;Neopren;additionalcolors;1
carbon;"Carbon Fibre";"Carbon Fibre";"Carbon Fibre";"Carbon Fibre";"Carbon Fibre";"Carbon Fibre";"Carbon Fibre";"Carbon Fibre";Kolfiber;"Carbon Fibre";"Carbon Fibre";"Carbon Fibre";"Carbon Fibre";"Carbon Fibre";"Carbon Fibre";"Carbon Fibre";"Carbon Fibre";additionalcolors;1
Black;Negro;Zwart;Zwart;Svart;Nero;Noir;Musta;Black;Svart;Black;Black;Schwarz;Schwarz;Schwarz;Sort;Cerná;Czarny;additionalcolors;2
Black_Blue;Negro/Azul;Zwart-Blauw;Zwart-Blauw;Svart/Blå;Nero/blu;Noir/Bleu;Musta/Sininen;Black/Blue;Svart/Blå;Black/Blue;Black/Blue;Schwarz/Blau;Schwarz/Blau;Schwarz/Blau;Sort/Blå;Černá/Modrá;Czarny/Niebieski;additionalcolors;3
Black_Green;Negro/Verde;Zwart-Groen;Zwart-Groen;Svart/Grønn;Nero/verde;Noir/Vert;Musta/Vihreä;Black/Green;Svart/Grön;Black/Green;Black/Green;Schwarz/Grün;Schwarz/Grün;Schwarz/Grün;Sort/Grøn;Černá/Zelená;Czarny/Zielony;additionalcolors;4
Black_Grey;Negro/Gris;Zwart-Grijs;Zwart-Grijs;Svart/Grå;Nero/grigio;Noir/Gris;Musta/Harmaa;Black/Grey;Svart/Grå;Black/Grey;Black/Grey;Schwarz/Grau;Schwarz/Grau;Schwarz/Grau;Sort/Grå;Černá/Šedá;Czarny/Szary;additionalcolors;5
Black_Orange;Negro/Naranja;Zwart-Oranje;Zwart-Oranje;Svart/Oransje;Nero/arancio;Noir/Orange;Musta/Oranssi;Black/Orange;Svart/Orange;Black/Orange;Black/Orange;Schwarz/Orange;Schwarz/Orange;Schwarz/Orange;Sort/Orange;Černá/Oranžová;Czarny/Pomarańczowy;additionalcolors;6
Black_Red;Negro/Rojo;Zwart-Rood;Zwart-Rood;Svart/Rød;Nero/rosso;Noir/Rouge;Musta/punainen;Black/Red;Svart/Röd;Black/Red;Black/Red;Schwarz/Rot;Schwarz/Rot;Schwarz/Rot;Sort/Rød;Černá/Červená;Czarny/Czerwony;additionalcolors;7
Black_White;Negro/Blanco;Zwart-Wit;Zwart-Wit;Svart/Vit;Nero/bianco;Noir/Blanc;Musta/Valkoinen;Black/White;Svart/Vit;Black/White;Black/White;Schwarz/Weiß;Schwarz/Weiß;Schwarz/Weiß;Sort/Hvid;Černá/Bílá;Czarny/Biały;additionalcolors;8
Black_Yellow;Negro/Amarillo;Zwart-Geel;Zwart-Geel;Svart/Gul;Nero/giallo;Noir/Jaune;Musta/Keltainen;Black/Yellow;Svart/Gul;Black/Yellow;Black/Yellow;Schwarz/Gelb;Schwarz/Gelb;Schwarz/Gelb;Sort/Gul;Černá/Žlutá;Czarny/Żółty;additionalcolors;9
Blue;"Azul ";Blauw;Blauw;Blå;Blue;Bleu;Sininen;Blue;Blå;Blue;Blue;Blau;Blau;Blau;Blå;Modrá;Niebieski;additionalcolors;10
Blue_Pink;Azul/Rosa;Blauw-Roze;Blauw-Roze;Blå/Rosa;Blu/rosa;Bleu/Rose;Sininen/pinkki;Blue/Pink;Blå/Rosa;Blue/Pink;Blue/Pink;Blau/Rosa;Blau/Rosa;Blau/Rosa;Blå/Lyserød;Modrá/Růžová;Niebieski/Różowy;additionalcolors;11
Brown;Marrón;Bruin;Bruin;Brun;Marrone;Maron;Ruskea;Brown;Brun;Brown;Brown;Braun;Braun;Braun;Brun;Hnědá;Brązowy;additionalcolors;12
Camo;Camo;Camo;Camo;Kamuflasje;Camo;Camouglage;Camo;Camo;Camo;Camo;Camo;Camo;Camo;Camo;Camo;Camo;Camo;additionalcolors;13
Clear;Claro;Helder;Helder;Klar;Chiaro;Transparent;Kirkas;Clear;Klar;Clear;Clear;Klar;Klar;Klar;Klar;Čistá;Przezroczysty;additionalcolors;14
Copper;Cobre;Koper;Koper;Kobber;Rame;Cuivré;Kupari;Copper;Koppar;Copper;Copper;Kupfer;Kupfer;Kupfer;Kobber;Měděná;Miedziany;additionalcolors;15
Cristal_White;"Blanco cristal";Kristalwit;Kristalwit;Krystalhvit;"Bianco cristallo";"Blanc cristal";Kristallinvalkoinen;"Cristale White";Kristallvit;"Cristale White";"Cristale White";Kristallweiß;Kristallweiß;Kristallweiß;Krystalhvid;"Křišťálově Bílá";"Czysto Biały";additionalcolors;16
Crome;Cromo;Chroom;Chroom;Krom;Cromato;Chromé;Kromi;Crome;Krom;Crome;Crome;Chrom;Chrom;Chrom;Krom;Chromová;Chrom;additionalcolors;17
Dark_Blue;"Blu scuro";Donkerblauw;Donkerblauw;Mørkeblå;"Blu scuro";"Bleu foncé";Tummansininen;"Dark Blue";Mörkblå;"Dark Blue";"Dark Blue";Dunkelblau;Dunkelblau;Dunkelblau;Dunkelblau;"Dark Blue";Ciemno-niebieski;additionalcolors;18
Gold;Dorado;Goud;Goud;Gull;Oro;Doré;Kulta;Gold;Guld;Gold;Gold;Gold;Gold;Gold;Guld;Guld;Zloty;additionalcolors;19
Green;Verde;Groen;Groen;Grønn;Verde;Vert;Vihreä;Green;Grön;Green;Green;Grün;Grün;Grün;Grøn;Zelená;Zielony;additionalcolors;20
Grey;Gris;Grijs;Grijs;Grå;Grigio;Gris;Harmaa;Grey;Grå;Grey;Grey;Grau;Grau;Grau;GrÃ¥;Šedá;Szary;additionalcolors;21
Grey_Orange;Gris/Naranja;Grijs-Oranje;Grijs-Oranje;Grå/Oransje;Grigio/arancio;Gris/Orange;Harmaa/Oranssi;Grey/Orange;Grå/Orange;Grey/Orange;Grey/Orange;Grau/Orange;Grau/Orange;Grau/Orange;Grå/Orange;Šedá/Oranžová;Szary/Pomarańczowy;additionalcolors;22
High_Vision;"High Vision";"High Vision";"High Vision";"High Vision";"High Vision";"High Vision";"High Vision";"High Vision";"High Vision";"High Vision";"High Vision";"High Vision";"High Vision";"High Vision";"High Vision";"Vysoká viditelnost";"High Vision";additionalcolors;23
Jet_Black;"Negro Jet";"Jet Zwart";"Jet Zwart";"Jet Svart";Jet/nero;"Noir Jet";Kiiltävänmusta;Jet/Black;"Jet Svart";Jet/Black;Jet/Black;Jet/Schwarz;Jet/Schwarz;Jet/Schwarz;"Jet Sort";"Leskle Černá";"Jet Czarny";additionalcolors;24
Light_Blue;"Azul Claro";Lichtblauw;Lichtblauw;Lyseblå;"Blu chiaro";"Bleu clair";Vaaleansininen;"Lighte Blue";Ljusblå;"Lighte Blue";"Lighte Blue";Hellblau;Hellblau;Hellblau;Lyseblå;"Světle Modrá";"Jasno niebieski";additionalcolors;25
Lime_Green;"Verde Lima";Limoengroen;Limoengroen;Limegrønn;"Verde lime";"Vert citron";Limenvihreä;"Limee Green";Limegrön;"Limee Green";"Limee Green";Limettengrün;Limettengrün;Limettengrün;Limegrøn;"Limetkově Zelená";"Zielony limonka";additionalcolors;26
Marine_Blue;"Azul Marino";Marineblauw;Marineblauw;Marineblå;"Blu mare";"Bleu marine";Laivastonsininen;"Marinee Blue";Marinblå;"Marinee Blue";"Marinee Blue";Marineblau;Marineblau;Marineblau;Marineblå;"Matně  Modrá";Niebieski;additionalcolors;27
Matt_Black;"Negro Mate";Matzwart;Matzwart;Mattsvart;"Nero Matte";"Noir mat";Mattamusta;"Matt Black";Mattsvart;"Matt Black";"Matt Black";Mattschwarz;Mattschwarz;Mattschwarz;Matsort;"Matne Cerná";"Czarny mat";additionalcolors;28
Matt_Grey;"Gris Mate";Matgrijs;Matgrijs;Mattgrå;"Grigio matte";"Gris mat";Mattaharmaa;"Matte Grey";Mattgrå;"Matte Grey";"Matte Grey";Mattgrau;Mattgrau;Mattgrau;Matgrå;"Matně Šedá";"Szary Matowy";additionalcolors;29
Matt_Silver;"Plateado Mate";Matzilver;Matzilver;Mattsølv;"Argento matte";"Argenté mat";Mattahopea;"Matte Silver";Mattsilver;"Matte Silver";"Matte Silver";Mattsilber;Mattsilber;Mattsilber;Matsølv;"Matně Stříbrná";"Srebrny Matowy";additionalcolors;30
Matt_White;"Blanco Mate";Matwit;Matwit;Matthvit;"Bianco matte";"Blanc mat";Mattavalkoinen;"Matte White";Mattvit;"Matte White";"Matte White";Mattweiß;Mattweiß;Mattweiß;Mathvid;"Matně Bílá";"Biały Matowy";additionalcolors;31
Neutral;Neutral;Neutraal;Neutraal;Nøytral;Neutro;Neutre;Neutraali;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutrální;Neutralny;additionalcolors;32
Orange;Naranja;Oranje;Oranje;Oransje;Arancio;Orange;Oranssi;Orange;Orange;Orange;Orange;Orange;Orange;Orange;Orange;Oranžová;Pomaranczowy;additionalcolors;33
Pearl_White;"Blanco Perla";Parelwit;Parelwit;Perlehvit;"Bianco perla";"Blanc nacré";Helmenvalkoinen;"Pearle White";Pärlvit;"Pearle White";"Pearle White";Perlweiß;Perlweiß;Perlweiß;Perlehvid;"Perlově Bílá";"Biały Perłowy";additionalcolors;34
Pink;Rosa;Roze;Roze;Rosa;Rosa;Rose;Vaaleanpunainen;Pink;Rosa;Pink;Pink;Rosa;Rosa;Rosa;Pink;Ružová;Rózowy;additionalcolors;35
Platinum_Black;"Negro Platino";"Platina Zwart";"Platina Zwart";"Platina Svart";Platino/nero;"Noir platinium";platina/musta;Platinum/Black;"Platinum Svart";Platinum/Black;Platinum/Black;Platin/Schwarz;Platin/Schwarz;Platin/Schwarz;"Platinium Sort";"Platinově Černá";"Czarny Platinium";additionalcolors;36
Platinum_Grey;"Gris Platino";"Platina Grijs";"Platina Grijs";"Platina Grå";Platino/grigio;"Gris platinium";platina/harmaa;Platinum/Grey;"Platinum Grå";Platinum/Grey;Platinum/Grey;Platin/Grau;Platin/Grau;Platin/Grau;"Platinium Grå";"Platinově Šedá";"Szary Platinium";additionalcolors;37
Purple;Lila;Lila;Lila;Lilla;Viola;Lila;Lila;Purple;Lila;Purple;Purple;Lila;Lila;Lila;Lilla;Lila;Purpurowy;additionalcolors;38
Red;Rojo;Rood;Rood;Rød;Rosso;Rouge;Punainen;Red;Röd;Red;Red;Rot;Rot;Rot;Rød;Cervená;Czerwony;additionalcolors;39
Silver;Plateado;Zilver;Zilver;Sølv;argento;Argenté;Hopea;Silver;Silver;Silver;Silver;Silber;Silber;Silber;Sølv;Stříbrná;Srebrny;additionalcolors;40
Smoke;Ahumado;Smoke;Smoke;Sotet;fumo;"Couleur fumé";Savu;Smoke;Rökfärgad;Smoke;Smoke;Smoke;Smoke;Smoke;Smoke;Kouřová;Smoke;additionalcolors;41
